end_date,friday,monday,saturday,service_id,start_date,sunday,thursday,tuesday,wednesday
20260106,0,0,0,200032102,20250606,1,0,0,0
20260106,0,0,0,200032126,20250606,1,0,0,0
20260106,0,0,0,200032158,20250606,1,0,0,0
20260106,0,0,0,200032223,20250606,1,0,0,0
20260106,0,0,0,200032255,20250606,1,0,0,0
20260106,0,0,0,200032320,20250606,1,0,0,0
20260106,1,1,0,201010802,20250606,0,1,1,1
20260106,1,1,0,201010830,20250606,0,1,1,1
20260106,1,1,0,201010903,20250606,0,1,1,1
20260106,1,1,0,201010930,20250606,0,1,1,1
20260106,1,1,0,201011003,20250606,0,1,1,1
20260106,1,1,0,201011030,20250606,0,1,1,1
20260106,1,1,0,201011103,20250606,0,1,1,1
20260106,1,1,0,201011130,20250606,0,1,1,1
20260106,1,1,0,201011203,20250606,0,1,1,1
20260106,1,1,0,201011230,20250606,0,1,1,1
20260106,1,1,0,201011303,20250606,0,1,1,1
20260106,1,1,0,201011330,20250606,0,1,1,1
20260106,1,1,0,201011403,20250606,0,1,1,1
20260106,1,1,0,201011430,20250606,0,1,1,1
20260106,1,1,0,201011503,20250606,0,1,1,1
20260106,1,1,0,201011530,20250606,0,1,1,1
20260106,1,1,0,201011603,20250606,0,1,1,1
20260106,1,1,0,201011630,20250606,0,1,1,1
20260106,1,1,0,201011703,20250606,0,1,1,1
20260106,1,1,0,201011730,20250606,0,1,1,1
20260106,1,1,0,201011803,20250606,0,1,1,1
20260106,1,1,0,201011830,20250606,0,1,1,1
20260106,1,1,0,201011903,20250606,0,1,1,1
20260106,1,1,0,201011930,20250606,0,1,1,1
20260106,1,1,0,201012003,20250606,0,1,1,1
20260106,1,1,0,201012028,20250606,0,1,1,1
20260106,1,1,0,201012052,20250606,0,1,1,1
20260106,1,1,0,201012117,20250606,0,1,1,1
20260106,1,1,0,201012140,20250606,0,1,1,1
20260106,1,1,0,201012203,20250606,0,1,1,1
20260106,1,1,0,201012229,20250606,0,1,1,1
20260106,1,1,0,201012250,20250606,0,1,1,1
20260106,0,0,1,201020802,20250606,0,0,0,0
20260106,0,0,1,201020826,20250606,0,0,0,0
20260106,0,0,1,201020854,20250606,0,0,0,0
20260106,0,0,1,201020918,20250606,0,0,0,0
20260106,0,0,1,201020946,20250606,0,0,0,0
20260106,0,0,1,201021010,20250606,0,0,0,0
20260106,0,0,1,201021038,20250606,0,0,0,0
20260106,0,0,1,201021102,20250606,0,0,0,0
20260106,0,0,1,201021130,20250606,0,0,0,0
20260106,0,0,1,201021154,20250606,0,0,0,0
20260106,0,0,1,201021222,20250606,0,0,0,0
20260106,0,0,1,201021246,20250606,0,0,0,0
20260106,0,0,1,201021314,20250606,0,0,0,0
20260106,0,0,1,201021338,20250606,0,0,0,0
20260106,0,0,1,201021406,20250606,0,0,0,0
20260106,0,0,1,201021430,20250606,0,0,0,0
20260106,0,0,1,201021458,20250606,0,0,0,0
20260106,0,0,1,201021522,20250606,0,0,0,0
20260106,0,0,1,201021550,20250606,0,0,0,0
20260106,0,0,1,201021614,20250606,0,0,0,0
20260106,0,0,1,201021642,20250606,0,0,0,0
20260106,0,0,1,201021706,20250606,0,0,0,0
20260106,0,0,1,201021734,20250606,0,0,0,0
20260106,0,0,1,201021758,20250606,0,0,0,0
20260106,0,0,1,201021826,20250606,0,0,0,0
20260106,0,0,1,201021850,20250606,0,0,0,0
20260106,0,0,1,201021918,20250606,0,0,0,0
20260106,0,0,1,201021940,20250606,0,0,0,0
20260106,0,0,1,201022006,20250606,0,0,0,0
20260106,0,0,1,201022028,20250606,0,0,0,0
20260106,0,0,1,201022054,20250606,0,0,0,0
20260106,0,0,1,201022116,20250606,0,0,0,0
20260106,0,0,1,201022142,20250606,0,0,0,0
20260106,0,0,1,201022203,20250606,0,0,0,0
20260106,0,0,1,201022229,20250606,0,0,0,0
20260106,0,0,1,201022250,20250606,0,0,0,0
20260106,1,1,0,300010705,20250606,0,1,1,1
20260106,1,1,0,300010735,20250606,0,1,1,1
20260106,1,1,0,300010815,20250606,0,1,1,1
20260106,1,1,0,300010855,20250606,0,1,1,1
20260106,1,1,0,300010935,20250606,0,1,1,1
20260106,1,1,0,300011015,20250606,0,1,1,1
20260106,1,1,0,300011055,20250606,0,1,1,1
20260106,1,1,0,300011135,20250606,0,1,1,1
20260106,1,1,0,300011215,20250606,0,1,1,1
20260106,1,1,0,300011255,20250606,0,1,1,1
20260106,1,1,0,300011335,20250606,0,1,1,1
20260106,1,1,0,300011415,20250606,0,1,1,1
20260106,1,1,0,300011455,20250606,0,1,1,1
20260106,1,1,0,300011535,20250606,0,1,1,1
20260106,1,1,0,300011615,20250606,0,1,1,1
20260106,1,1,0,300011655,20250606,0,1,1,1
20260106,1,1,0,300011735,20250606,0,1,1,1
20260106,1,1,0,300011815,20250606,0,1,1,1
20260106,1,1,0,300011855,20250606,0,1,1,1
20260106,1,1,0,300011935,20250606,0,1,1,1
20260106,1,1,0,300012015,20250606,0,1,1,1
20260106,1,1,0,300012055,20250606,0,1,1,1
20260106,1,1,0,300012135,20250606,0,1,1,1
20260106,1,1,0,300012215,20250606,0,1,1,1
20260106,0,0,1,300020705,20250606,0,0,0,0
20260106,0,0,1,300020735,20250606,0,0,0,0
20260106,0,0,1,300020805,20250606,0,0,0,0
20260106,0,0,1,300020847,20250606,0,0,0,0
20260106,0,0,1,300020920,20250606,0,0,0,0
20260106,0,0,1,300021002,20250606,0,0,0,0
20260106,0,0,1,300021035,20250606,0,0,0,0
20260106,0,0,1,300021117,20250606,0,0,0,0
20260106,0,0,1,300021150,20250606,0,0,0,0
20260106,0,0,1,300021232,20250606,0,0,0,0
20260106,0,0,1,300021305,20250606,0,0,0,0
20260106,0,0,1,300021347,20250606,0,0,0,0
20260106,0,0,1,300021420,20250606,0,0,0,0
20260106,0,0,1,300021502,20250606,0,0,0,0
20260106,0,0,1,300021535,20250606,0,0,0,0
20260106,0,0,1,300021617,20250606,0,0,0,0
20260106,0,0,1,300021650,20250606,0,0,0,0
20260106,0,0,1,300021732,20250606,0,0,0,0
20260106,0,0,1,300021805,20250606,0,0,0,0
20260106,0,0,1,300021847,20250606,0,0,0,0
20260106,0,0,1,300021920,20250606,0,0,0,0
20260106,0,0,1,300022002,20250606,0,0,0,0
20260106,0,0,1,300022035,20250606,0,0,0,0
20260106,0,0,1,300022117,20250606,0,0,0,0
20260106,0,0,0,300030710,20250606,1,0,0,0
20260106,0,0,0,300030735,20250606,1,0,0,0
20260106,0,0,0,300030805,20250606,1,0,0,0
20260106,0,0,0,300030847,20250606,1,0,0,0
20260106,0,0,0,300030920,20250606,1,0,0,0
20260106,0,0,0,300031002,20250606,1,0,0,0
20260106,0,0,0,300031035,20250606,1,0,0,0
20260106,0,0,0,300031117,20250606,1,0,0,0
20260106,0,0,0,300031150,20250606,1,0,0,0
20260106,0,0,0,300031232,20250606,1,0,0,0
20260106,0,0,0,300031305,20250606,1,0,0,0
20260106,0,0,0,300031347,20250606,1,0,0,0
20260106,0,0,0,300031420,20250606,1,0,0,0
20260106,0,0,0,300031502,20250606,1,0,0,0
20260106,0,0,0,300031535,20250606,1,0,0,0
20260106,0,0,0,300031617,20250606,1,0,0,0
20260106,0,0,0,300031650,20250606,1,0,0,0
20260106,0,0,0,300031732,20250606,1,0,0,0
20260106,0,0,0,300031805,20250606,1,0,0,0
20260106,0,0,0,300031847,20250606,1,0,0,0
20260106,0,0,0,300031920,20250606,1,0,0,0
20260106,0,0,0,300032002,20250606,1,0,0,0
20260106,0,0,0,300032035,20250606,1,0,0,0
20260106,0,0,0,300032117,20250606,1,0,0,0
20260106,0,0,0,300032150,20250606,1,0,0,0
20260106,0,0,0,300032230,20250606,1,0,0,0
20260106,1,1,0,301010719,20250606,0,1,1,1
20260106,1,1,0,301010749,20250606,0,1,1,1
20260106,1,1,0,301010831,20250606,0,1,1,1
20260106,1,1,0,301010906,20250606,0,1,1,1
20260106,1,1,0,301010951,20250606,0,1,1,1
20260106,1,1,0,301011026,20250606,0,1,1,1
20260106,1,1,0,301011111,20250606,0,1,1,1
20260106,1,1,0,301011146,20250606,0,1,1,1
20260106,1,1,0,301011231,20250606,0,1,1,1
20260106,1,1,0,301011306,20250606,0,1,1,1
20260106,1,1,0,301011351,20250606,0,1,1,1
20260106,1,1,0,301011426,20250606,0,1,1,1
20260106,1,1,0,301011511,20250606,0,1,1,1
20260106,1,1,0,301011546,20250606,0,1,1,1
20260106,1,1,0,301011631,20250606,0,1,1,1
20260106,1,1,0,301011706,20250606,0,1,1,1
20260106,1,1,0,301011751,20250606,0,1,1,1
20260106,1,1,0,301011826,20250606,0,1,1,1
20260106,1,1,0,301011911,20250606,0,1,1,1
20260106,1,1,0,301011946,20250606,0,1,1,1
20260106,1,1,0,301012031,20250606,0,1,1,1
20260106,1,1,0,301012106,20250606,0,1,1,1
20260106,1,1,0,301012151,20250606,0,1,1,1
20260106,1,1,0,301012226,20250606,0,1,1,1
20260106,0,0,1,301020730,20250606,0,0,0,0
20260106,0,0,1,301020800,20250606,0,0,0,0
